step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
254,,,,,0.00025453767739236355,0.06356147676706314,0.001716305734589696,0.001716305734589696,,,,
255,,,,,0.0002532397338654846,0.06784431636333466,0.0018227276159450412,0.0018227276159450412,,,,
256,,,,,0.00024697804474271834,0.07268889248371124,0.0019407114014029503,0.0019407114014029503,,,,
257,,,,,0.0002640412130858749,0.06877297163009644,0.0018513448303565383,0.0018513448303565383,,,,
258,,,,,0.0002404568949714303,0.06590020656585693,0.0017677337164059281,0.0017677337164059281,,,,
259,,,,,0.0002709780528675765,0.06916571408510208,0.0018646318931132555,0.0018646318931132555,,,,
260,0.00021200269111432135,0.21756793558597565,0.005545200314372778,0.005545200314372778,0.00024774405756033957,0.06448715180158615,0.0017360505880787969,0.0017360505880787969,50.286131554331895,54.347826086956516,145.5522078804348,6.571739528490149
261,,,,,0.0002452860353514552,0.07329408824443817,0.0019549953285604715,0.0019549953285604715,,,,
262,,,,,0.00026186445029452443,0.0669645220041275,0.001805045292712748,0.001805045292712748,,,,
263,,,,,0.00024364017008338124,0.06376856565475464,0.0017160342540591955,0.0017160342540591955,,,,
264,,,,,0.00023767339007463306,0.06920746713876724,0.0018490232760086656,0.0018490232760086656,,,,
265,,,,,0.00024565935018472373,0.06565220654010773,0.001764134969562292,0.001764134969562292,,,,
266,,,,,0.00024836548254825175,0.06561734527349472,0.001764616696164012,0.001764616696164012,,,,
267,,,,,0.0002502416609786451,0.06741780787706375,0.001810565940104425,0.001810565940104425,,,,
268,,,,,0.0002476683002896607,0.06994619220495224,0.0018724891124293208,0.0018724891124293208,,,,
269,,,,,0.0002461224503349513,0.06994431465864182,0.0018716693157330155,0.0018716693157330155,,,,
270,0.00021284409740474075,0.21559572219848633,0.005496316123753786,0.005496316123753786,0.00025735938106663525,0.06862827390432358,0.001844386337324977,0.001844386337324977,51.544564771858404,54.347826086956516,145.92202785326086,6.755862149325284
271,,,,,0.0002425196289550513,0.06768587976694107,0.0018134068232029676,0.0018134068232029676,,,,
272,,,,,0.0002541046997066587,0.06774721294641495,0.0018207329558208585,0.0018207329558208585,,,,
273,,,,,0.00024126897915266454,0.07159677147865295,0.001910553895868361,0.001910553895868361,,,,
274,,,,,0.0002515208616387099,0.06887389719486237,0.0018476078985258937,0.0018476078985258937,,,,
275,,,,,0.00024260464124381542,0.06369864195585251,0.001713768346235156,0.001713768346235156,,,,
276,,,,,0.00026752447593025863,0.06555399298667908,0.0017726122168824077,0.0017726122168824077,,,,
277,,,,,0.0002382961829425767,0.07097332924604416,0.0018934812396764755,0.0018934812396764755,,,,
278,,,,,0.0002559043059591204,0.06251112371683121,0.001690730219706893,0.001690730219706893,,,,
279,,,,,0.00024970577214844525,0.07120447605848312,0.0019049645634368062,0.0019049645634368062,,,,
280,0.00021055489196442068,0.21569491922855377,0.00549765070900321,0.00549765070900321,0.0002581824373919517,0.06523826718330383,0.0017600480932742357,0.0017600480932742357,51.37072990291579,54.347826086956516,143.05431385869565,6.823069932725694
281,,,,,0.0002496644447091967,0.06822224706411362,0.0018303884426131845,0.0018303884426131845,,,,
282,,,,,0.00024936397676356137,0.06930354982614517,0.0018572707194834948,0.0018572707194834948,,,,
283,,,,,0.00026147064636461437,0.06417068094015121,0.0017350026173517108,0.0017350026173517108,,,,
284,,,,,0.0002387712593190372,0.06303421407938004,0.0016952408477663994,0.0016952408477663994,,,,
285,,,,,0.00023955573851708323,0.0632295086979866,0.0017005157424136996,0.0017005157424136996,,,,
286,,,,,0.00024435934028588235,0.06316212564706802,0.0017012326279655099,0.0017012326279655099,,,,
287,,,,,0.00025425245985388756,0.06609704345464706,0.0017795523162931204,0.0017795523162931204,,,,
288,,,,,0.0002550862554926425,0.06651809811592102,0.001790495589375496,0.001790495589375496,,,,
289,,,,,0.0002303935616509989,0.06243841350078583,0.0016761572333052754,0.0016761572333052754,,,,
290,0.00020925502758473158,0.2133689522743225,0.005438852123916149,0.005438852123916149,0.0002475206274539232,0.06698855757713318,0.0017984741134569049,0.0017984741134569049,50.82195634424125,54.347826086956516,137.058984375,6.651285374418218
291,,,,,0.00025978940539062023,0.06626969575881958,0.001786637119948864,0.001786637119948864,,,,
292,,,,,0.00023640075232833624,0.06564333289861679,0.0017592835938557982,0.0017592835938557982,,,,
293,,,,,0.0002334340533707291,0.06471089273691177,0.0017344893421977758,0.0017344893421977758,,,,
294,,,,,0.0002492484054528177,0.07618513703346252,0.002029252704232931,0.002029252704232931,,,,
295,,,,,0.00025219700182788074,0.06882109493017197,0.0018466260517016053,0.0018466260517016053,,,,
296,,,,,0.00025213518529199064,0.06689929962158203,0.0017985502490773797,0.0017985502490773797,,,,
297,,,,,0.00025587508571334183,0.06367605179548264,0.0017198387067764997,0.0017198387067764997,,,,
298,,,,,0.00025245576398447156,0.07033315300941467,0.0018845567246899009,0.0018845567246899009,,,,
299,,,,,0.00024125371419358999,0.0627831220626831,0.0016902047209441662,0.0016902047209441662,,,,
300,0.00020825666433665901,0.21477384865283966,0.005473474506288767,0.005473474506288767,0.0002379154320806265,0.06761547923088074,0.0018093446269631386,0.0018093446269631386,51.42219715116138,57.39130434782608,134.15614809782608,6.894603382457387
